timestamp,id,data
5.700000,0x200,79 5C 08 00 00 00 00 00
5.720000,0x100,E5 00 1E 00 00 00 00 00
5.720000,0x101,01 00 00 00 00 00 00 00
5.720000,0x102,00 00 00 00 00 00 00 00
5.720000,0x200,79 60 08 00 00 00 00 00
5.740000,0x100,E6 00 1E 00 00 00 00 00
5.740000,0x101,01 00 00 00 00 00 00 00
5.740000,0x102,00 00 00 00 00 00 00 00
5.740000,0x200,79 64 08 00 00 00 00 00
5.760000,0x100,E6 00 1E 00 00 00 00 00
5.760000,0x101,01 00 00 00 00 00 00 00
5.760000,0x102,00 00 00 00 00 00 00 00
5.760000,0x200,79 68 08 00 00 00 00 00
5.780000,0x100,E7 00 1E 00 00 00 00 00
5.780000,0x101,01 00 00 00 00 00 00 00
5.780000,0x102,00 00 00 00 00 00 00 00
5.780000,0x200,79 6C 08 00 00 00 00 00
5.800000,0x100,E8 00 1E 00 00 00 00 00
5.800000,0x101,01 00 00 00 00 00 00 00
5.800000,0x102,00 00 00 00 00 00 00 00
5.800000,0x200,79 70 08 00 00 00 00 00
5.820000,0x100,E9 00 1E 00 00 00 00 00
5.820000,0x101,01 00 00 00 00 00 00 00
5.820000,0x102,00 00 00 00 00 00 00 00
5.820000,0x200,79 74 08 00 00 00 00 00
5.840000,0x100,EA 00 1E 00 00 00 00 00
5.840000,0x101,01 00 00 00 00 00 00 00
5.840000,0x102,00 00 00 00 00 00 00 00
5.840000,0x200,79 78 08 00 00 00 00 00
5.860000,0x100,EA 00 1E 00 00 00 00 00
5.860000,0x101,01 00 00 00 00 00 00 00
5.860000,0x102,00 00 00 00 00 00 00 00
5.860000,0x200,79 7C 08 00 00 00 00 00
5.880000,0x100,EB 00 1E 00 00 00 00 00
5.880000,0x101,01 00 00 00 00 00 00 00
5.880000,0x102,00 00 00 00 00 00 00 00
5.880000,0x200,79 80 08 00 00 00 00 00
5.900000,0x100,EC 00 1E 00 00 00 00 00
5.900000,0x101,01 00 00 00 00 00 00 00
5.900000,0x102,00 00 00 00 00 00 00 00
5.900000,0x200,79 84 08 00 00 00 00 00
5.920000,0x100,ED 00 1E 00 00 00 00 00
5.920000,0x101,01 00 00 00 00 00 00 00
5.920000,0x102,00 00 00 00 00 00 00 00
5.920000,0x200,79 88 08 00 00 00 00 00
5.940000,0x100,EE 00 1E 00 00 00 00 00
5.940000,0x101,01 00 00 00 00 00 00 00
5.940000,0x102,00 00 00 00 00 00 00 00
5.940000,0x200,79 8C 08 00 00 00 00 00
5.960000,0x100,EE 00 1E 00 00 00 00 00
5.960000,0x101,01 00 00 00 00 00 00 00
5.960000,0x102,00 00 00 00 00 00 00 00
5.960000,0x200,7A 90 08 00 00 00 00 00
5.980000,0x100,EF 00 1E 00 00 00 00 00
5.980000,0x101,01 00 00 00 00 00 00 00
5.980000,0x102,00 00 00 00 00 00 00 00
5.980000,0x200,7A 94 08 00 00 00 00 00
6.000000,0x100,F0 00 1E 00 00 00 00 00
6.000000,0x101,00 00 00 00 00 00 00 00
6.000000,0x102,00 00 00 00 00 00 00 00
6.000000,0x200,7A 98 08 00 00 00 00 00
6.020000,0x100,F1 00 1E 00 00 00 00 00
6.020000,0x101,00 00 00 00 00 00 00 00
6.020000,0x102,00 00 00 00 00 00 00 00
6.020000,0x200,7A 9C 08 00 00 00 00 00
6.040000,0x100,F2 00 1E 00 00 00 00 00
6.040000,0x101,00 00 00 00 00 00 00 00
6.040000,0x102,00 00 00 00 00 00 00 00
6.040000,0x200,7A A0 08 00 00 00 00 00
6.060000,0x100,F2 00 1E 00 00 00 00 00
6.060000,0x101,00 00 00 00 00 00 00 00
6.060000,0x102,00 00 00 00 00 00 00 00
6.060000,0x200,7A A4 08 00 00 00 00 00
6.080000,0x100,F3 00 1E 00 00 00 00 00
6.080000,0x101,00 00 00 00 00 00 00 00
6.080000,0x102,00 00 00 00 00 00 00 00
6.080000,0x200,7A A8 08 00 00 00 00 00
6.100000,0x100,F4 00 1E 00 00 00 00 00
6.100000,0x101,00 00 00 00 00 00 00 00
6.100000,0x102,00 00 00 00 00 00 00 00
6.100000,0x200,7A AC 08 00 00 00 00 00
6.120000,0x100,F5 00 1E 00 00 00 00 00
6.120000,0x101,00 00 00 00 00 00 00 00
6.120000,0x102,00 00 00 00 00 00 00 00
6.120000,0x200,7A B0 08 00 00 00 00 00
6.140000,0x100,F6 00 1E 00 00 00 00 00
6.140000,0x101,00 00 00 00 00 00 00 00
6.140000,0x102,00 00 00 00 00 00 00 00
6.140000,0x200,7A B4 08 00 00 00 00 00
6.160000,0x100,F6 00 1E 00 00 00 00 00
6.160000,0x101,00 00 00 00 00 00 00 00
6.160000,0x102,00 00 00 00 00 00 00 00
6.160000,0x200,7A B8 08 00 00 00 00 00
6.180000,0x100,F7 00 1E 00 00 00 00 00
6.180000,0x101,00 00 00 00 00 00 00 00
6.180000,0x102,00 00 00 00 00 00 00 00
6.180000,0x200,7A BC 08 00 00 00 00 00
6.200000,0x100,F8 00 1E 00 00 00 00 00
6.200000,0x101,00 00 00 00 00 00 00 00
6.200000,0x102,00 00 00 00 00 00 00 00
6.200000,0x200,7A C0 08 00 00 00 00 00
6.220000,0x100,F9 00 1E 00 00 00 00 00
6.220000,0x101,00 00 00 00 00 00 00 00
6.220000,0x102,00 00 00 00 00 00 00 00
6.220000,0x200,7A C4 08 00 00 00 00 00
6.240000,0x100,FA 00 1E 00 00 00 00 00
6.240000,0x101,00 00 00 00 00 00 00 00
6.240000,0x102,00 00 00 00 00 00 00 00
6.240000,0x200,7B C8 08 00 00 00 00 00
6.260000,0x100,FA 00 1E 00 00 00 00 00
6.260000,0x101,00 00 00 00 00 00 00 00
6.260000,0x102,00 00 00 00 00 00 00 00
6.260000,0x200,7B CC 08 00 00 00 00 00
6.280000,0x100,FB 00 1E 00 00 00 00 00
6.280000,0x101,00 00 00 00 00 00 00 00
6.280000,0x102,00 00 00 00 00 00 00 00
6.280000,0x200,7B D0 08 00 00 00 00 00
6.300000,0x100,FC 00 1E 00 00 00 00 00
6.300000,0x101,00 00 00 00 00 00 00 00
6.300000,0x102,00 00 00 00 00 00 00 00
6.300000,0x200,7B D4 08 00 00 00 00 00
6.320000,0x100,FD 00 1E 00 00 00 00 00
6.320000,0x101,00 00 00 00 00 00 00 00
6.320000,0x102,00 00 00 00 00 00 00 00
6.320000,0x200,7B D8 08 00 00 00 00 00
6.340000,0x100,FE 00 1E 00 00 00 00 00
6.340000,0x101,00 00 00 00 00 00 00 00
6.340000,0x102,00 00 00 00 00 00 00 00
6.340000,0x200,7B DC 08 00 00 00 00 00
6.360000,0x100,FE 00 1E 00 00 00 00 00
6.360000,0x101,00 00 00 00 00 00 00 00
6.360000,0x102,00 00 00 00 00 00 00 00
6.360000,0x200,7B E0 08 00 00 00 00 00
6.380000,0x100,FF 00 1E 00 00 00 00 00
6.380000,0x101,00 00 00 00 00 00 00 00
6.380000,0x102,00 00 00 00 00 00 00 00
6.380000,0x200,7B E4 08 00 00 00 00 00
6.400000,0x100,00 01 1E 00 00 00 00 00
6.400000,0x101,00 00 00 00 00 00 00 00
6.400000,0x102,00 00 00 00 00 00 00 00
6.400000,0x200,7B E8 08 00 00 00 00 00
6.420000,0x100,01 01 1E 00 00 00 00 00
6.420000,0x101,00 00 00 00 00 00 00 00
6.420000,0x102,00 00 00 00 00 00 00 00
6.420000,0x200,7B EC 08 00 00 00 00 00
6.440000,0x100,02 01 1E 00 00 00 00 00
6.440000,0x101,00 00 00 00 00 00 00 00
6.440000,0x102,00 00 00 00 00 00 00 00
6.440000,0x200,7B F0 08 00 00 00 00 00
6.460000,0x100,02 01 1E 00 00 00 00 00
6.460000,0x101,00 00 00 00 00 00 00 00
6.460000,0x102,00 00 00 00 00 00 00 00
6.460000,0x200,7B F4 08 00 00 00 00 00
6.480000,0x100,03 01 1E 00 00 00 00 00
6.480000,0x101,00 00 00 00 00 00 00 00
6.480000,0x102,00 00 00 00 00 00 00 00
6.480000,0x200,7B F8 08 00 00 00 00 00
6.500000,0x100,04 01 1E 00 00 00 00 00
6.500000,0x101,00 00 00 00 00 00 00 00
6.500000,0x102,00 00 00 00 00 00 00 00
6.500000,0x200,7B FC 08 00 00 00 00 00
6.520000,0x100,05 01 1E 00 00 00 00 00
6.520000,0x101,00 00 00 00 00 00 00 00
6.520000,0x102,00 00 00 00 00 00 00 00
6.520000,0x200,7C 00 09 00 00 00 00 00
6.540000,0x100,06 01 1E 00 00 00 00 00
6.540000,0x101,00 00 00 00 00 00 00 00
6.540000,0x102,00 00 00 00 00 00 00 00
6.540000,0x200,7C 04 09 00 00 00 00 00
6.560000,0x100,06 01 1E 00 00 00 00 00
6.560000,0x101,00 00 00 00 00 00 00 00
6.560000,0x102,00 00 00 00 00 00 00 00
6.560000,0x200,7C 08 09 00 00 00 00 00
6.580000,0x100,07 01 1E 00 00 00 00 00
6.580000,0x101,00 00 00 00 00 00 00 00
6.580000,0x102,00 00 00 00 00 00 00 00
6.580000,0x200,7C 0C 09 00 00 00 00 00
6.600000,0x100,08 01 1E 00 00 00 00 00
6.600000,0x101,00 00 00 00 00 00 00 00
6.600000,0x102,00 00 00 00 00 00 00 00
6.600000,0x200,7C 10 09 00 00 00 00 00
6.620000,0x100,09 01 1E 00 00 00 00 00
6.620000,0x101,00 00 00 00 00 00 00 00
6.620000,0x102,00 00 00 00 00 00 00 00
6.620000,0x200,7C 14 09 00 00 00 00 00
6.640000,0x100,0A 01 1E 00 00 00 00 00
6.640000,0x101,00 00 00 00 00 00 00 00
6.640000,0x102,00 00 00 00 00 00 00 00
6.640000,0x200,7C 18 09 00 00 00 00 00
6.660000,0x100,0A 01 1E 00 00 00 00 00
6.660000,0x101,00 00 00 00 00 00 00 00
6.660000,0x102,00 00 00 00 00 00 00 00
6.660000,0x200,7C 1C 09 00 00 00 00 00
6.680000,0x100,0B 01 1E 00 00 00 00 00
6.680000,0x101,00 00 00 00 00 00 00 00
6.680000,0x102,00 00 00 00 00 00 00 00
6.680000,0x200,7C 20 09 00 00 00 00 00
6.700000,0x100,0C 01 1E 00 00 00 00 00
6.700000,0x101,00 00 00 00 00 00 00 00
6.700000,0x102,00 00 00 00 00 00 00 00
6.700000,0x200,7C 24 09 00 00 00 00 00
6.720000,0x100,0D 01 1E 00 00 00 00 00
6.720000,0x101,00 00 00 00 00 00 00 00
6.720000,0x102,00 00 00 00 00 00 00 00
6.720000,0x200,7C 28 09 00 00 00 00 00
6.740000,0x100,0E 01 1E 00 00 00 00 00
6.740000,0x101,00 00 00 00 00 00 00 00
6.740000,0x102,00 00 00 00 00 00 00 00
6.740000,0x200,7C 2C 09 00 00 00 00 00
6.760000,0x100,0E 01 1E 00 00 00 00 00
6.760000,0x101,00 00 00 00 00 00 00 00
6.760000,0x102,00 00 00 00 00 00 00 00
6.760000,0x200,7C 30 09 00 00 00 00 00
6.780000,0x100,0F 01 1E 00 00 00 00 00
6.780000,0x101,00 00 00 00 00 00 00 00
6.780000,0x102,00 00 00 00 00 00 00 00
6.780000,0x200,7C 34 09 00 00 00 00 00
6.800000,0x100,10 01 1E 00 00 00 00 00
6.800000,0x101,00 00 00 00 00 00 00 00
6.800000,0x102,00 00 00 00 00 00 00 00
6.800000,0x200,7D 38 09 00 00 00 00 00
6.820000,0x100,11 01 1E 00 00 00 00 00
6.820000,0x101,00 00 00 00 00 00 00 00
6.820000,0x102,00 00 00 00 00 00 00 00
6.820000,0x200,7D 3C 09 00 00 00 00 00
6.840000,0x100,12 01 1E 00 00 00 00 00
6.840000,0x101,00 00 00 00 00 00 00 00
6.840000,0x102,00 00 00 00 00 00 00 00
6.840000,0x200,7D 40 09 00 00 00 00 00
6.860000,0x100,12 01 1E 00 00 00 00 00
6.860000,0x101,00 00 00 00 00 00 00 00
6.860000,0x102,00 00 00 00 00 00 00 00
6.860000,0x200,7D 44 09 00 00 00 00 00
6.880000,0x100,13 01 1E 00 00 00 00 00
6.880000,0x101,00 00 00 00 00 00 00 00
6.880000,0x102,00 00 00 00 00 00 00 00
6.880000,0x200,7D 48 09 00 00 00 00 00
6.900000,0x100,14 01 1E 00 00 00 00 00
6.900000,0x101,00 00 00 00 00 00 00 00
6.900000,0x102,00 00 00 00 00 00 00 00
6.900000,0x200,7D 4C 09 00 00 00 00 00
6.920000,0x100,15 01 1E 00 00 00 00 00
6.920000,0x101,00 00 00 00 00 00 00 00
6.920000,0x102,00 00 00 00 00 00 00 00
6.920000,0x200,7D 50 09 00 00 00 00 00
6.940000,0x100,16 01 1E 00 00 00 00 00
6.940000,0x101,00 00 00 00 00 00 00 00
6.940000,0x102,00 00 00 00 00 00 00 00
6.940000,0x200,7D 54 09 00 00 00 00 00
6.960000,0x100,16 01 1E 00 00 00 00 00
6.960000,0x101,00 00 00 00 00 00 00 00
6.960000,0x102,00 00 00 00 00 00 00 00
6.960000,0x200,7D 58 09 00 00 00 00 00
6.980000,0x100,17 01 1E 00 00 00 00 00
6.980000,0x101,00 00 00 00 00 00 00 00
6.980000,0x102,00 00 00 00 00 00 00 00
6.980000,0x200,7D 5C 09 00 00 00 00 00
7.000000,0x100,18 01 1E 00 00 00 00 00
7.000000,0x101,00 00 00 00 00 00 00 00
7.000000,0x102,00 00 00 00 00 00 00 00
7.000000,0x200,7D 60 09 00 00 00 00 00
7.020000,0x100,19 01 1E 00 00 00 00 00
7.020000,0x101,00 00 00 00 00 00 00 00
7.020000,0x102,00 00 00 00 00 00 00 00
7.020000,0x200,7D 64 09 00 00 00 00 00
7.040000,0x100,1A 01 1E 00 00 00 00 00
7.040000,0x101,00 00 00 00 00 00 00 00
7.040000,0x102,00 00 00 00 00 00 00 00
7.040000,0x200,7D 68 09 00 00 00 00 00
7.060000,0x100,1A 01 1E 00 00 00 00 00
7.060000,0x101,00 00 00 00 00 00 00 00
7.060000,0x102,00 00 00 00 00 00 00 00
7.060000,0x200,7D 6C 09 00 00 00 00 00
7.080000,0x100,1B 01 1E 00 00 00 00 00
7.080000,0x101,00 00 00 00 00 00 00 00
7.080000,0x102,00 00 00 00 00 00 00 00
7.080000,0x200,7E 70 09 00 00 00 00 00
7.100000,0x100,1C 01 1E 00 00 00 00 00
7.100000,0x101,00 00 00 00 00 00 00 00
7.100000,0x102,00 00 00 00 00 00 00 00
7.100000,0x200,7E 74 09 00 00 00 00 00
7.120000,0x100,1D 01 1E 00 00 00 00 00
7.120000,0x101,00 00 00 00 00 00 00 00
7.120000,0x102,00 00 00 00 00 00 00 00
7.120000,0x200,7E 78 09 00 00 00 00 00
7.140000,0x100,1E 01 1E 00 00 00 00 00
7.140000,0x101,00 00 00 00 00 00 00 00
7.140000,0x102,00 00 00 00 00 00 00 00
7.140000,0x200,7E 7C 09 00 00 00 00 00
7.160000,0x100,1E 01 1E 00 00 00 00 00
7.160000,0x101,00 00 00 00 00 00 00 00
7.160000,0x102,00 00 00 00 00 00 00 00
7.160000,0x200,7E 80 09 00 00 00 00 00
7.180000,0x100,1F 01 1E 00 00 00 00 00
7.180000,0x101,00 00 00 00 00 00 00 00
7.180000,0x102,00 00 00 00 00 00 00 00
7.180000,0x200,7E 84 09 00 00 00 00 00
7.200000,0x100,20 01 1E 00 00 00 00 00
7.200000,0x101,00 00 00 00 00 00 00 00
7.200000,0x102,00 00 00 00 00 00 00 00
7.200000,0x200,7E 88 09 00 00 00 00 00
7.220000,0x100,21 01 1E 00 00 00 00 00
7.220000,0x101,00 00 00 00 00 00 00 00
7.220000,0x102,00 00 00 00 00 00 00 00
7.220000,0x200,7E 8C 09 00 00 00 00 00
7.240000,0x100,22 01 1E 00 00 00 00 00
7.240000,0x101,00 00 00 00 00 00 00 00
7.240000,0x102,00 00 00 00 00 00 00 00
7.240000,0x200,7E 90 09 00 00 00 00 00
7.260000,0x100,22 01 1E 00 00 00 00 00
7.260000,0x101,00 00 00 00 00 00 00 00
7.260000,0x102,00 00 00 00 00 00 00 00
7.260000,0x200,7E 94 09 00 00 00 00 00
7.280000,0x100,23 01 1E 00 00 00 00 00
7.280000,0x101,00 00 00 00 00 00 00 00
7.280000,0x102,00 00 00 00 00 00 00 00
7.280000,0x200,7E 98 09 00 00 00 00 00
7.300000,0x100,24 01 1E 00 00 00 00 00
7.300000,0x101,00 00 00 00 00 00 00 00
7.300000,0x102,00 00 00 00 00 00 00 00
7.300000,0x200,7E 9C 09 00 00 00 00 00
7.320000,0x100,25 01 1E 00 00 00 00 00
7.320000,0x101,00 00 00 00 00 00 00 00
7.320000,0x102,00 00 00 00 00 00 00 00
7.320000,0x200,7E A0 09 00 00 00 00 00
7.340000,0x100,26 01 1E 00 00 00 00 00
7.340000,0x101,00 00 00 00 00 00 00 00
7.340000,0x102,00 00 00 00 00 00 00 00
7.340000,0x200,7F A4 09 00 00 00 00 00
7.360000,0x100,26 01 1E 00 00 00 00 00
7.360000,0x101,00 00 00 00 00 00 00 00
7.360000,0x102,00 00 00 00 00 00 00 00
7.360000,0x200,7F A8 09 00 00 00 00 00
7.380000,0x100,27 01 1E 00 00 00 00 00
7.380000,0x101,00 00 00 00 00 00 00 00
7.380000,0x102,00 00 00 00 00 00 00 00
7.380000,0x200,7F AC 09 00 00 00 00 00
7.400000,0x100,28 01 1E 00 00 00 00 00
7.400000,0x101,00 00 00 00 00 00 00 00
7.400000,0x102,00 00 00 00 00 00 00 00
7.400000,0x200,7F B0 09 00 00 00 00 00
7.420000,0x100,29 01 1E 00 00 00 00 00
7.420000,0x101,00 00 00 00 00 00 00 00
7.420000,0x102,00 00 00 00 00 00 00 00
7.420000,0x200,7F B4 09 00 00 00 00 00
7.440000,0x100,2A 01 1E 00 00 00 00 00
7.440000,0x101,00 00 00 00 00 00 00 00
7.440000,0x102,00 00 00 00 00 00 00 00
7.440000,0x200,7F B8 09 00 00 00 00 00
7.460000,0x100,2A 01 1E 00 00 00 00 00
7.460000,0x101,00 00 00 00 00 00 00 00
7.460000,0x102,00 00 00 00 00 00 00 00
7.460000,0x200,7F BC 09 00 00 00 00 00
7.480000,0x100,2B 01 1E 00 00 00 00 00
7.480000,0x101,00 00 00 00 00 00 00 00
7.480000,0x102,00 00 00 00 00 00 00 00
7.480000,0x200,7F C0 09 00 00 00 00 00
7.500000,0x100,2C 01 1E 00 00 00 00 00
7.500000,0x101,00 00 00 00 00 00 00 00
7.500000,0x102,00 00 00 00 00 00 00 00
7.500000,0x200,7F C4 09 00 00 00 00 00
7.520000,0x100,2D 01 1E 00 00 00 00 00
7.520000,0x101,00 00 00 00 00 00 00 00
7.520000,0x102,00 00 00 00 00 00 00 00
7.520000,0x200,7F C8 09 00 00 00 00 00
7.540000,0x100,2E 01 1E 00 00 00 00 00
7.540000,0x101,00 00 00 00 00 00 00 00
7.540000,0x102,00 00 00 00 00 00 00 00
7.540000,0x200,7F CC 09 00 00 00 00 00
7.560000,0x100,2E 01 1E 00 00 00 00 00
7.560000,0x101,00 00 00 00 00 00 00 00
7.560000,0x102,00 00 00 00 00 00 00 00
7.560000,0x200,7F D0 09 00 00 00 00 00
7.580000,0x100,2F 01 1E 00 00 00 00 00
7.580000,0x101,00 00 00 00 00 00 00 00
7.580000,0x102,00 00 00 00 00 00 00 00
7.580000,0x200,7F D4 09 00 00 00 00 00
7.600000,0x100,30 01 1E 00 00 00 00 00
7.600000,0x101,00 00 00 00 00 00 00 00
7.600000,0x102,00 00 00 00 00 00 00 00
7.600000,0x200,7F D8 09 00 00 00 00 00
7.620000,0x100,31 01 1E 00 00 00 00 00
7.620000,0x101,00 00 00 00 00 00 00 00
7.620000,0x102,00 00 00 00 00 00 00 00
7.620000,0x200,80 DC 09 00 00 00 00 00
7.640000,0x100,32 01 1E 00 00 00 00 00
7.640000,0x101,00 00 00 00 00 00 00 00
7.640000,0x102,00 00 00 00 00 00 00 00
7.640000,0x200,80 E0 09 00 00 00 00 00
7.660000,0x100,32 01 1E 00 00 00 00 00
7.660000,0x101,00 00 00 00 00 00 00 00
7.660000,0x102,00 00 00 00 00 00 00 00
7.660000,0x200,80 E4 09 00 00 00 00 00
7.680000,0x100,33 01 1E 00 00 00 00 00
7.680000,0x101,00 00 00 00 00 00 00 00
7.680000,0x102,00 00 00 00 00 00 00 00
7.680000,0x200,80 E8 09 00 00 00 00 00
7.700000,0x100,34 01 1E 00 00 00 00 00
7.700000,0x101,00 00 00 00 00 00 00 00
7.700000,0x102,00 00 00 00 00 00 00 00
7.700000,0x200,80 EC 09 00 00 00 00 00
7.720000,0x100,35 01 1E 00 00 00 00 00
7.720000,0x101,00 00 00 00 00 00 00 00
7.720000,0x102,00 00 00 00 00 00 00 00
7.720000,0x200,80 F0 09 00 00 00 00 00
7.740000,0x100,36 01 1E 00 00 00 00 00
7.740000,0x101,00 00 00 00 00 00 00 00
7.740000,0x102,00 00 00 00 00 00 00 00
7.740000,0x200,80 F4 09 00 00 00 00 00
7.760000,0x100,36 01 1E 00 00 00 00 00
7.760000,0x101,00 00 00 00 00 00 00 00
7.760000,0x102,00 00 00 00 00 00 00 00
7.760000,0x200,80 F8 09 00 00 00 00 00
7.780000,0x100,37 01 1E 00 00 00 00 00
7.780000,0x101,00 00 00 00 00 00 00 00
7.780000,0x102,00 00 00 00 00 00 00 00
7.780000,0x200,80 FC 09 00 00 00 00 00
7.800000,0x100,38 01 1E 00 00 00 00 00
7.800000,0x101,00 00 00 00 00 00 00 00
7.800000,0x102,00 00 00 00 00 00 00 00
7.800000,0x200,80 00 0A 00 00 00 00 00
7.820000,0x100,39 01 1E 00 00 00 00 00
7.820000,0x101,00 00 00 00 00 00 00 00
7.820000,0x102,00 00 00 00 00 00 00 00
7.820000,0x200,80 04 0A 00 00 00 00 00
7.840000,0x100,3A 01 1E 00 00 00 00 00
7.840000,0x101,00 00 00 00 00 00 00 00
7.840000,0x102,00 00 00 00 00 00 00 00
7.840000,0x200,80 08 0A 00 00 00 00 00
7.860000,0x100,3A 01 1E 00 00 00 00 00
7.860000,0x101,00 00 00 00 00 00 00 00
7.860000,0x102,00 00 00 00 00 00 00 00
7.860000,0x200,80 0C 0A 00 00 00 00 00
7.880000,0x100,3B 01 1E 00 00 00 00 00
7.880000,0x101,00 00 00 00 00 00 00 00
7.880000,0x102,00 00 00 00 00 00 00 00
7.880000,0x200,80 10 0A 00 00 00 00 00
7.900000,0x100,3C 01 1E 00 00 00 00 00
7.900000,0x101,00 00 00 00 00 00 00 00
7.900000,0x102,00 00 00 00 00 00 00 00
7.900000,0x200,81 14 0A 00 00 00 00 00
7.920000,0x100,3D 01 1E 00 00 00 00 00
7.920000,0x101,00 00 00 00 00 00 00 00
7.920000,0x102,00 00 00 00 00 00 00 00
7.920000,0x200,81 18 0A 00 00 00 00 00
7.940000,0x100,3E 01 1E 00 00 00 00 00
7.940000,0x101,00 00 00 00 00 00 00 00
7.940000,0x102,00 00 00 00 00 00 00 00
7.940000,0x200,81 1C 0A 00 00 00 00 00
7.960000,0x100,3E 01 1E 00 00 00 00 00
7.960000,0x101,00 00 00 00 00 00 00 00
7.960000,0x102,00 00 00 00 00 00 00 00
7.960000,0x200,81 20 0A 00 00 00 00 00
7.980000,0x100,3F 01 1E 00 00 00 00 00
7.980000,0x101,00 00 00 00 00 00 00 00
7.980000,0x102,00 00 00 00 00 00 00 00
7.980000,0x200,81 24 0A 00 00 00 00 00
8.000000,0x100,40 01 00 00 00 00 00 00
8.000000,0x101,01 00 00 00 00 00 00 00
8.000000,0x102,01 40 21 00 00 00 00 00
8.000000,0x200,81 28 0A 00 00 00 00 00
8.020000,0x100,40 01 00 00 00 00 00 00
8.020000,0x101,01 00 00 00 00 00 00 00
8.020000,0x102,01 40 21 00 00 00 00 00
8.020000,0x200,81 28 0A 00 00 00 00 00
8.040000,0x100,40 01 00 00 00 00 00 00
8.040000,0x101,01 00 00 00 00 00 00 00
8.040000,0x102,01 40 21 00 00 00 00 00
8.040000,0x200,81 28 0A 00 00 00 00 00
8.060000,0x100,40 01 00 00 00 00 00 00
8.060000,0x101,01 00 00 00 00 00 00 00
8.060000,0x102,01 40 21 00 00 00 00 00
8.060000,0x200,81 28 0A 00 00 00 00 00
8.080000,0x100,40 01 00 00 00 00 00 00
8.080000,0x101,01 00 00 00 00 00 00 00
8.080000,0x102,01 40 21 00 00 00 00 00
8.080000,0x200,81 28 0A 00 00 00 00 00
8.100000,0x100,40 01 00 00 00 00 00 00
8.100000,0x101,01 00 00 00 00 00 00 00
8.100000,0x102,01 40 21 00 00 00 00 00
8.100000,0x200,81 28 0A 00 00 00 00 00
8.120000,0x100,40 01 00 00 00 00 00 00
8.120000,0x101,01 00 00 00 00 00 00 00
8.120000,0x102,01 40 21 00 00 00 00 00
8.120000,0x200,81 28 0A 00 00 00 00 00
8.140000,0x100,40 01 00 00 00 00 00 00
8.140000,0x101,01 00 00 00 00 00 00 00
8.140000,0x102,01 40 21 00 00 00 00 00
8.140000,0x200,81 28 0A 00 00 00 00 00
8.160000,0x100,40 01 00 00 00 00 00 00
8.160000,0x101,01 00 00 00 00 00 00 00
8.160000,0x102,01 40 21 00 00 00 00 00
8.160000,0x200,81 28 0A 00 00 00 00 00
8.180000,0x100,40 01 00 00 00 00 00 00
8.180000,0x101,01 00 00 00 00 00 00 00
8.180000,0x102,01 40 21 00 00 00 00 00
8.180000,0x200,82 28 0A 00 00 00 00 00
8.200000,0x100,40 01 00 00 00 00 00 00
8.200000,0x101,01 00 00 00 00 00 00 00
8.200000,0x102,01 40 21 00 00 00 00 00
8.200000,0x200,82 28 0A 00 00 00 00 00
8.220000,0x100,40 01 00 00 00 00 00 00
8.220000,0x101,01 00 00 00 00 00 00 00
8.220000,0x102,01 40 21 00 00 00 00 00
8.220000,0x200,82 28 0A 00 00 00 00 00
8.240000,0x100,40 01 00 00 00 00 00 00
8.240000,0x101,01 00 00 00 00 00 00 00
8.240000,0x102,01 40 21 00 00 00 00 00
8.240000,0x200,82 28 0A 00 00 00 00 00
8.260000,0x100,40 01 00 00 00 00 00 00
8.260000,0x101,01 00 00 00 00 00 00 00
8.260000,0x102,01 40 21 00 00 00 00 00
8.260000,0x200,82 28 0A 00 00 00 00 00
8.280000,0x100,40 01 00 00 00 00 00 00
8.280000,0x101,01 00 00 00 00 00 00 00
8.280000,0x102,01 40 21 00 00 00 00 00
8.280000,0x200,82 28 0A 00 00 00 00 00
8.300000,0x100,40 01 00 00 00 00 00 00
8.300000,0x101,01 00 00 00 00 00 00 00
8.300000,0x102,01 40 21 00 00 00 00 00
8.300000,0x200,82 28 0A 00 00 00 00 00
8.320000,0x100,40 01 00 00 00 00 00 00
8.320000,0x101,01 00 00 00 00 00 00 00
8.320000,0x102,01 40 21 00 00 00 00 00
8.320000,0x200,82 28 0A 00 00 00 00 00
8.340000,0x100,40 01 00 00 00 00 00 00
8.340000,0x101,01 00 00 00 00 00 00 00
8.340000,0x102,01 40 21 00 00 00 00 00
8.340000,0x200,82 28 0A 00 00 00 00 00
8.360000,0x100,40 01 00 00 00 00 00 00
8.360000,0x101,01 00 00 00 00 00 00 00
8.360000,0x102,01 40 21 00 00 00 00 00
8.360000,0x200,82 28 0A 00 00 00 00 00
8.380000,0x100,40 01 00 00 00 00 00 00
8.380000,0x101,01 00 00 00 00 00 00 00
8.380000,0x102,01 40 21 00 00 00 00 00
8.380000,0x200,82 28 0A 00 00 00 00 00
8.400000,0x100,40 01 00 00 00 00 00 00
8.400000,0x101,01 00 00 00 00 00 00 00
8.400000,0x102,01 40 21 00 00 00 00 00
8.400000,0x200,82 28 0A 00 00 00 00 00
8.420000,0x100,40 01 00 00 00 00 00 00
8.420000,0x101,01 00 00 00 00 00 00 00
8.420000,0x102,01 40 21 00 00 00 00 00
8.420000,0x200,82 28 0A 00 00 00 00 00
8.440000,0x100,40 01 00 00 00 00 00 00
